MOSTYPE,MAANTHUI,MGEMOMV,MGEMLEEF,MOSHOOFD,MGODRK,MGODPR,MGODOV,MGODGE,MRELGE,MRELSA,MRELOV,MFALLEEN,MFGEKIND,MFWEKIND,"Education Level(high-3,medium-2,low-1)",MBERHOOG,MBERZELF,MBERBOER,MBERMIDD,MBERARBG,MBERARBO,Social Class,MHHUUR,MHKOOP,Number of car,MZFONDS,MZPART,MINKGEM,MKOOPKLA,PWAPART,PWABEDR,PWALAND,PPERSAUT,PBESAUT,PMOTSCO,PVRAAUT,PAANHANG,PTRACTOR,PWERKT,PBROM,PLEVEN,PPERSONG,PGEZONG,PWAOREG,PBRAND,PZEILPL,PPLEZIER,PFIETS,PINBOED,PBYSTAND,Expexted Income,AWAPART,AWABEDR,AWALAND,APERSAUT,ABESAUT,AMOTSCO,AVRAAUT,AAANHANG,ATRACTOR,AWERKT,ABROM,ALEVEN,APERSONG,AGEZONG,AWAOREG,ABRAND,AZEILPL,APLEZIER,AFIETS,AINBOED,ABYSTAND,CARAVAN
3,1,5,3,1,1,5,2,3,5,1,4,0,4,5,2,4,2,0,2,1,1,2.84,0,9,0.66,5,4,5,6,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,56.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,2,3,3,8,0,4,0,5,7,0,2,2,1,6,1.16,0,0,0,3,6,0,1.9,4,5,0.9,8,1,3,3,25,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.33,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,4,2,3,2,4,1,3,7,1,1,1,2,6,1.93,3,0,0,4,2,1,3.94,2,7,1,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,3,2,2,0,7,2,0,7,2,0,0,6,3,2.15,2,0,0,7,0,0,3.34,0,9,1.16,7,2,4,6,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,2,3,8,1,4,1,4,6,2,3,3,4,3,1.57,1,1,0,3,2,4,2.61,5,4,0.79,7,2,3,3,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,2,5,8,1,4,2,3,3,0,6,5,3,2,1.54,2,2,0,3,2,3,1.99,8,1,0.51,5,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,2,4,9,0,3,5,1,5,0,4,4,4,2,1.8,1,1,0,3,2,4,2.72,7,2,0.79,6,3,6,4,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,2,6,0,6,1,2,7,1,2,0,0,9,1.55,0,0,0,0,4,5,2.54,9,0,0.9,6,3,2,1,0,150,0,3000,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,350,30,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,1,4,2,1,1,4,1,4,7,1,2,2,4,4,2.54,0,5,4,0,0,0,5,4,5,1.03,5,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,3,2,8,0,7,0,2,7,2,0,0,4,5,1.16,0,2,0,2,4,2,2.41,2,7,1.42,9,0,4,6,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,75,46.8,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
34,1,3,2,8,0,7,0,2,7,2,0,0,4,5,1.16,0,2,0,2,4,2,2.41,2,7,1.42,9,0,4,6,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,46.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,3,8,1,5,1,3,7,1,2,2,3,5,1.8,3,1,2,2,2,1,3.73,3,6,1.03,5,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,3,3,8,0,7,1,2,8,0,1,1,4,4,1.42,1,0,0,4,2,2,2.38,0,9,0.92,6,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,3,3,3,1,5,1,2,7,1,1,2,4,4,2.06,2,1,1,3,2,1,3.2,5,4,1.12,4,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,2,4,7,0,4,0,5,9,0,0,0,7,2,1,0,0,0,0,5,4,1.81,9,0,0.56,9,0,3,1,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,39.23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,2,4,8,2,6,0,1,6,2,2,4,5,0,1,4,0,0,0,5,0,1.93,3,6,0.82,6,3,2,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,1,3,3,2,0,6,0,3,9,0,0,0,3,6,2,2,0,2,4,2,0,3.42,0,9,1,4,5,4,7,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,52.88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,7,2,6,6,0,6,2,2,9,0,0,4,2,4,1.3,5,2,0,0,3,0,2.77,4,5,1.29,0,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,4,2,10,1,5,1,3,6,1,3,0,3,6,1.16,4,0,2,2,0,3,3.09,2,7,0.79,6,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,3,8,0,6,1,2,6,0,3,2,3,5,1.18,1,0,1,4,2,4,2.73,2,7,0.82,7,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,49.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,1,2,4,10,0,5,2,2,7,1,1,0,6,3,1.33,2,2,3,2,1,2,2.39,1,8,0.94,5,4,4,4,0,0,150,750,0,0,0,0,150,0,0,0,0,0,0,3000,0,0,0,0,0,55.97,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8,1,2,4,2,0,7,0,2,9,0,0,2,5,3,1.42,0,0,0,4,1,5,2.59,9,0,0.82,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,39.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,1,3,3,5,1,4,1,5,6,1,2,1,2,6,1.31,1,0,0,4,4,1,2.39,8,1,0.92,8,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,51.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
39,1,2,3,9,1,4,0,4,9,0,0,0,5,4,1.67,3,1,1,3,1,2,3.1,1,8,1.42,6,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,4,1,2,7,0,0,6,1,2,2,6,2,1.42,3,0,0,5,0,2,2.38,0,9,0.69,6,3,4,6,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,45.77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,2,3,8,0,7,2,0,9,0,0,3,4,3,2.06,1,0,0,1,4,4,2.64,2,7,0.82,7,2,7,3,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,68.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,1,2,3,5,1,4,2,4,3,2,4,4,4,1,1.83,1,0,0,4,1,4,3.26,8,1,0.56,8,1,2,3,75,0,0,750,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,36.23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,3,8,0,4,1,5,6,2,2,2,4,4,1.44,1,1,1,3,3,2,2.74,5,4,1.03,8,1,3,3,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,3,2,9,0,6,0,3,5,2,2,2,2,5,1.16,0,0,0,2,7,0,2,2,7,1,7,2,3,4,75,0,0,3000,0,0,0,0,0,0,0,750,0,0,0,350,0,0,0,0,0,37.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8,1,3,3,2,1,5,1,3,7,1,2,0,5,4,2.07,2,1,0,4,1,2,3.49,2,7,0.82,5,4,6,7,75,0,0,3000,0,0,0,0,0,0,75,0,0,0,0,350,0,0,0,0,0,64.37,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
33,1,4,3,8,0,6,0,3,7,0,2,2,2,6,1.29,0,0,0,2,8,0,2.09,2,7,1,9,0,4,3,75,0,0,3000,0,350,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,42.6,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,1,2,3,5,1,5,1,3,4,2,4,4,4,2,1.8,2,0,0,3,3,3,2.13,7,2,0.69,7,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,47.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,1,2,4,8,7,0,0,2,9,0,0,0,7,2,1.93,5,0,0,0,0,4,3.25,2,7,0.92,4,5,3,3,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,4,1,0,5,2,2,7,0,2,2,5,3,1,0,0,0,2,7,0,2,5,4,1,9,0,3,6,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,32.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,1,2,5,6,1,6,1,2,5,1,4,4,3,2,1.93,1,0,0,6,1,2,2.86,8,1,0.79,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,47.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,1,2,4,10,0,5,2,2,7,1,1,0,6,3,1.33,2,2,3,2,1,2,2.39,1,8,0.94,5,4,4,4,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,55.97,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,1,3,3,10,0,7,0,3,8,1,1,1,3,5,1.57,1,1,3,2,3,1,2.81,2,7,1.42,6,3,4,4,0,0,350,3000,0,0,0,0,350,0,0,0,0,0,0,750,0,0,0,0,0,50.93,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
34,1,5,2,8,0,8,1,0,9,0,0,0,1,8,1.7,2,2,0,4,1,2,2.9,0,9,1.42,7,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,2,4,8,0,5,2,2,9,0,0,0,6,3,2.63,3,5,0,0,0,2,4.3,0,9,1,2,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,3,4,8,1,4,1,4,7,1,2,4,4,2,1.42,0,0,0,9,0,0,2.84,7,2,1.03,5,4,3,3,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,32.93,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
33,1,2,3,8,0,2,1,7,5,2,3,3,3,5,1.04,0,0,0,2,7,1,2.23,5,4,1.42,9,0,3,3,75,0,0,3000,0,0,0,0,150,0,150,0,0,0,0,0,0,0,0,0,0,48.98,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
41,1,3,2,10,1,5,1,3,6,1,3,0,4,5,1.29,1,0,3,3,0,4,2.57,3,6,0.79,6,3,5,4,0,0,150,0,0,0,0,0,750,350,0,0,0,0,0,3000,0,0,0,0,0,60,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0
33,2,3,3,8,0,9,0,0,9,0,0,0,2,7,1.29,3,0,0,2,5,0,3.16,0,9,1.29,3,6,4,3,75,0,0,3000,0,350,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,46.8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,1,3,2,3,1,7,0,2,7,0,2,1,3,6,2.07,6,0,0,2,0,1,4.65,4,5,1.16,5,4,5,6,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,3,3,2,0,6,1,3,8,0,1,0,3,6,2.19,1,1,0,5,1,2,3.08,3,6,1.04,3,6,4,7,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,2,4,8,1,5,1,3,6,0,3,4,3,3,1.31,2,1,0,3,3,2,2.25,5,4,0.69,6,3,3,3,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3,2,4,6,0,3,0,6,5,0,4,4,4,2,1,0,0,0,0,7,2,1.55,7,2,0.56,9,0,3,1,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,3,2,9,0,6,0,3,5,2,2,2,2,5,1.16,0,0,0,2,7,0,2,2,7,1,7,2,3,4,75,0,0,3000,0,0,0,0,0,0,0,150,0,0,0,350,0,0,0,0,0,37.5,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
13,1,3,2,3,4,0,0,5,5,4,0,0,6,3,2.58,6,0,0,2,2,1,4.47,0,9,1.16,2,7,6,6,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,77.76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,1,4,2,8,0,6,2,1,6,1,2,0,1,8,1.19,1,0,0,2,2,5,2.08,8,1,0.79,8,1,3,3,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,45.38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,1,4,3,2,1,5,1,3,6,1,2,0,3,6,2.61,5,0,0,1,1,3,3.83,0,9,1.16,5,4,7,8,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,3,3,8,2,6,0,2,7,2,0,0,5,4,1.55,0,0,2,3,4,1,2.54,9,0,1.16,5,4,3,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,35.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,1,3,3,7,1,5,1,3,6,1,2,2,4,4,1.54,2,1,1,2,3,2,2.59,6,3,0.79,7,2,3,1,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,40.25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,3,3,1,1,6,0,3,9,0,0,0,4,5,2.92,9,0,0,0,0,0,5,0,9,1.16,2,7,7,8,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,75.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,2,2,8,0,4,2,4,3,2,4,4,4,2,1.55,0,0,0,7,0,2,3.1,7,2,0.82,9,0,3,3,0,0,0,0,0,0,0,0,0,0,0,350,0,75,0,0,0,0,0,0,0,33.9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
30,1,2,4,7,0,3,3,4,5,0,4,4,2,3,1,0,0,0,2,0,7,1.42,9,0,0.69,9,0,3,2,75,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.68,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,4,1,0,2,0,7,6,0,3,5,3,2,2.32,7,0,0,0,2,0,4.19,0,9,1,2,7,4,6,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,54.15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
34,1,3,3,8,0,4,0,5,9,0,0,0,5,4,2.06,2,0,0,5,2,1,2.86,2,7,1.42,5,4,8,6,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,78.02,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
11,1,2,3,3,1,4,1,5,5,1,4,3,4,2,1.42,1,1,2,4,3,1,3,2,7,0.66,7,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,3,3,8,1,6,0,3,6,0,3,0,4,5,1.8,0,0,0,2,5,3,2.7,3,6,1,9,0,3,3,0,0,350,3000,0,0,0,0,150,0,0,0,0,0,0,350,0,0,0,0,0,33.9,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8,1,3,3,2,0,3,0,6,7,2,0,0,4,5,2.32,3,3,0,4,0,0,3.55,5,4,1.16,2,7,6,7,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,2,3,9,1,5,1,3,5,1,4,3,3,4,1.54,1,1,1,2,4,2,2.13,4,5,0.79,7,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,40.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,4,2,8,0,6,2,1,6,1,2,0,1,8,1.19,1,0,0,2,2,5,2.08,8,1,0.79,8,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,4,1,0,2,0,7,6,0,3,5,3,2,2.32,7,0,0,0,2,0,4.19,0,9,1,2,7,4,6,25,0,0,3000,0,3000,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,54.15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,1,3,3,9,2,7,1,0,7,0,2,0,2,7,2.06,4,0,0,0,2,4,3.3,1,8,1.16,5,4,5,5,75,0,0,3000,0,0,0,0,0,0,150,0,0,0,0,150,0,0,0,0,0,56.1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
33,1,3,3,8,1,7,1,2,8,1,1,1,3,6,1.57,2,1,2,2,3,1,2.81,1,8,1.42,5,4,4,3,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,3,3,8,0,9,0,0,5,0,4,2,3,4,1.29,0,0,2,0,3,5,2.06,4,5,0.64,7,2,2,6,75,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,150,0,350,0,0,0,37.28,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
34,1,3,3,8,1,4,1,4,7,1,2,1,5,4,1.04,5,0,0,2,0,2,2.99,2,7,1.03,5,4,4,6,0,0,350,0,0,0,0,0,0,0,150,0,0,0,0,350,0,0,0,0,0,56.15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
37,1,3,3,8,1,6,1,2,6,1,2,2,3,4,1.31,2,1,1,4,2,2,2.74,2,7,0.9,5,4,4,4,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,3,3,8,0,6,1,2,6,0,3,2,3,5,1.18,1,0,1,4,2,4,2.73,2,7,0.82,7,2,4,3,25,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,49.73,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,1,3,3,3,2,3,0,5,7,2,0,0,4,5,1.83,2,0,0,3,2,3,3.08,8,1,1,6,3,5,8,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,2,3,2,0,5,1,4,6,2,2,2,4,3,1.7,2,0,0,3,2,4,3,4,5,0.9,5,4,3,7,0,0,0,7500,7500,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,33.38,0,0,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
9,1,2,4,3,0,5,3,2,4,1,4,4,2,4,1.44,1,1,0,5,2,1,2.74,9,0,0.56,5,4,4,4,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,50.93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38,1,4,2,9,0,6,0,3,7,1,2,2,1,6,1.31,2,1,0,3,3,2,2.35,6,3,0.9,7,2,3,4,75,0,0,750,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,40.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,1,3,3,9,1,7,1,0,7,0,2,4,1,4,1.7,1,0,0,4,5,1,2.77,5,4,0.43,8,1,3,4,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,40.18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,3,8,0,4,1,5,6,2,2,2,4,4,1.44,1,1,1,3,3,2,2.74,5,4,1.03,8,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,50.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,1,2,4,7,0,6,0,3,3,0,6,5,2,2,1.29,0,0,2,2,0,5,1.85,7,2,1,0,9,3,2,75,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,38.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,1,1,1,5,1,4,2,3,4,1,4,5,4,1,1.44,2,1,0,3,4,0,2.09,8,1,0.69,7,2,4,3,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,46.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,1,2,3,6,0,5,2,2,4,2,4,4,4,3,1.31,2,1,0,3,2,3,2.45,6,3,0.79,8,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,42.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,2,3,3,8,0,5,0,4,7,0,2,2,2,6,1.16,0,2,2,0,6,0,2.14,2,7,1.29,8,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,41.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,1,4,3,3,5,3,1,1,8,1,1,1,1,8,1.57,1,0,0,5,3,1,2.95,1,8,1,5,4,4,8,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,41.18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
23,1,2,2,5,0,5,2,2,5,4,0,2,7,0,1.42,0,0,0,7,2,0,2.84,0,9,0.56,9,0,4,3,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.58,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,3,3,9,1,6,2,2,7,1,2,0,3,6,1,0,0,0,3,6,0,2,0,9,0.92,7,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,2,2,5,0,6,1,2,1,2,6,3,4,3,1.93,1,0,0,5,2,2,3.08,9,0,0.66,5,4,3,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,42.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,1,3,3,2,1,6,1,3,9,0,0,0,4,5,2.72,6,0,0,2,1,1,4.09,0,9,1.16,2,7,7,7,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,3,6,0,5,2,2,4,2,4,4,4,3,1.31,2,1,0,3,2,3,2.45,6,3,0.79,8,1,3,1,75,0,0,750,0,0,0,0,0,0,0,25,0,0,0,75,0,0,0,0,0,42.15,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
